15,22,0,38,27,47,20,35,22,11,0,2,32,50,52,16,12,34,0,12,50,0,13,0,21,39,31,54,58,1,1,47,36,7,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,51,0,44,63,58,63,27,48,0,37,18,1,53
32,0,61,59,0,46,46,10,53,22,52,0,4,6,0,19,36,38,0,30,43,49,26,53,0,31,49,3,16,29,14,0,57,0,50,55,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,32,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,47,18,0,31,21,21,51,38,58,17,62,35,27
43,17,53,26,0,0,28,30,15,26,45,50,0,57,25,33,55,23,10,60,15,5,0,31,57,55,49,45,63,46,19,17,48,0,60,53,46,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,30,19,25,9,59,15,5,21,0,0,24
39,7,51,26,42,5,30,0,3,0,61,31,53,0,21,20,13,45,43,0,24,25,37,2,53,57,9,29,31,0,29,18,54,26,7,62,56,25,55,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,50,14,0,60,16,46,49,19,51,54,23,53
0,4,37,12,56,6,10,57,54,5,21,0,24,36,0,15,46,0,37,13,58,8,25,60,28,46,51,30,59,61,10,20,27,60,10,15,34,31,38,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,15,35,38,14,24,59,7,37,58,50,24
9,40,16,59,59,8,21,55,19,44,15,49,38,37,5,0,12,8,39,60,55,40,19,34,49,9,44,31,29,62,0,56,58,47,48,9,0,2,1,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,44,15,26,20,2,38,38,33,7,9
25,55,30,37,59,57,8,6,0,19,57,27,56,22,42,59,0,6,0,7,0,40,28,55,51,32,4,38,2,21,3,0,25,45,49,16,55,29,37,24,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,61,10,26,46,61,0,18,52
59,52,52,59,0,0,17,62,1,0,15,45,44,8,0,7,25,0,37,53,14,6,5,28,0,13,57,21,7,4,17,42,57,54,5,14,0,0,48,7,32,14,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,25,13,0,46,61,33,7
50,50,28,61,8,28,41,0,24,2,0,0,41,1,45,63,0,12,0,14,60,36,0,54,46,0,0,1,7,18,13,33,18,60,26,35,34,0,29,34,18,27,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,48,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,21,16,11,34,54,4
41,34,58,43,24,60,13,62,12,33,15,23,50,0,19,34,29,50,43,0,50,0,28,8,36,54,0,37,12,45,13,0,8,54,6,23,28,59,54,63,45,44,31,3,47,0,0,0,0,0,41,25,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,39,0,16,0,33,36
31,41,37,20,0,45,56,26,0,0,41,5,31,56,3,27,0,0,23,14,0,21,12,0,42,36,36,52,9,0,37,29,17,45,25,27,39,7,47,44,34,0,38,8,32,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35,0,0,0,39,0,0,0,0,0,0,0,54,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,45,50,33,46,25
0,42,47,35,47,50,13,0,26,37,0,12,32,12,2,16,3,21,12,0,37,0,48,48,6,6,27,3,42,44,0,53,0,0,19,60,10,46,45,0,45,0,28,13,55,44,26,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,42,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,27,18
35,51,58,0,54,22,40,50,0,11,55,52,0,32,54,11,35,27,24,1,57,51,0,56,55,12,60,19,8,11,45,57,3,57,37,23,20,9,54,48,25,20,44,8,17,16,17,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,61,18,2
11,1,25,41,41,42,0,36,21,18,0,6,32,7,27,24,20,21,4,31,0,56,23,0,58,16,25,0,6,26,45,25,58,44,13,0,0,1,56,38,0,53,0,58,54,5,36,15,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,26,0,42,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,22,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,52,0,39,56
29,25,27,32,43,48,52,29,56,0,16,0,62,25,61,63,10,20,11,61,59,9,22,23,0,18,12,11,3,4,60,60,53,61,11,17,23,17,12,51,34,0,20,43,60,0,8,49,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
56,39,52,32,58,12,61,31,42,14,23,15,9,7,43,40,31,1,0,36,5,60,45,34,38,0,25,17,45,39,26,45,0,61,24,7,35,62,0,4,48,39,1,58,60,32,46,62,19,62,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
2,11,0,53,27,40,38,0,30,27,21,13,34,0,34,35,53,48,0,0,40,27,24,58,32,55,0,31,50,9,8,21,46,29,47,2,44,10,0,1,54,26,9,63,0,0,57,8,57,34,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,22,52,51,27,29,20,51,9,11,11,16,46,0,17,40,35,10,32,22,28,0,0,2,35,0,0,61,0,2,35,53,31,25,12,58,25,4,17,31,0,0,57,35,0,50,0,3,52,13,60,0,0,0,0,0,0,0,0,0,0,17,28,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,41,58,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,61,0,4,60,0,36,16,10,56,60,19,30,47,36,33,41,37,26,58,41,0,6,8,56,0,0,60,38,15,0,9,1,32,43,35,61,0,7,0,42,32,12,46,19,48,21,48,58,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,45,0,56,0,0,0,0,0,0,0,0
0,0,0,0,39,15,58,44,41,0,1,45,53,0,27,57,28,34,4,60,0,26,18,21,25,15,12,12,0,0,3,59,19,9,39,24,59,38,24,43,11,18,52,53,24,47,60,11,40,58,16,40,20,41,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,63,34,60,62,10,54,27,41,34,12,0,54,52,9,19,0,0,15,31,55,7,18,0,16,63,0,51,32,33,0,23,42,59,40,43,1,14,0,40,29,46,17,8,4,28,59,0,34,48,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,40,0,0,0,0,0
0,0,0,0,0,0,0,13,45,30,31,0,1,37,46,19,0,58,6,0,33,44,53,16,27,43,37,35,38,17,32,0,0,60,30,49,22,40,0,4,0,38,23,47,0,0,15,19,24,39,5,15,37,54,45,46,24,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12,0,47,16,45,35,27,42,18,8,56,18,48,33,61,44,37,39,0,9,60,0,2,3,0,0,43,47,57,0,26,9,43,6,18,60,28,0,27,56,5,42,61,58,34,13,27,0,53,31,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,34,20,38,38,54,47,58,16,57,7,3,48,17,0,12,22,24,21,25,54,55,47,59,36,52,0,4,17,47,51,58,53,12,46,35,40,57,26,13,36,60,32,30,33,7,22,0,0,24,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10,41,49,57,6,17,11,22,40,16,39,53,1,54,15,5,12,54,17,18,39,60,40,48,48,0,27,26,56,9,60,27,47,17,17,29,18,38,60,40,55,40,27,42,9,61,60,11,32,36,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,39,33,25,52,48,29,26,60,48,36,4,10,2,0,48,15,61,15,6,53,43,58,0,30,51,0,37,45,52,0,58,43,22,0,0,61,14,32,4,61,0,2,22,57,6,32,14,23,39,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,17,0,0,0,0,0,35,19,8,11,5,6,0,57,30,43,37,45,0,21,58,59,20,44,44,33,63,0,20,0,50,0,42,40,23,51,40,13,10,51,0,30,39,16,45,1,14,25,0,20,2,40,34,38,0,13,14,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,12,35,51,14,0,0,32,43,36,44,25,11,37,47,18,15,58,17,56,6,53,19,28,23,0,33,0,17,55,53,38,12,28,54,39,46,18,30,0,49,2,61,0,0,45,37,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,55,0,0,0,46,0,13,0,0,0,0,0,10,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,36,11,53,5,8,61,26,36,29,50,45,43,0,0,12,24,18,18,0,46,43,61,10,15,40,0,38,55,9,0,2,51,45,53,0,4,58,24,20,0,61,20,21,0,10,53,8,46,18,42,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,19,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,0,0,44,27,4,41,25,18,34,0,32,22,29,22,61,48,0,58,50,11,62,56,19,0,20,0,32,0,31,0,1,41,18,0,38,47,26,54,50,7,0,0,51,36,12,14,41,30,53,2,60,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,54,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,18,44,62,59,19,60,59,29,0,47,36,29,55,16,12,47,0,25,21,18,25,40,54,22,11,0,23,0,53,59,23,51,26,0,51,15,5,0,48,3,25,10,0,41,19,0,34,1,10,51,46,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,8,56,0,0,51,22,0,47,28,12,0,26,19,61,6,53,17,12,49,0,32,0,33,0,9,45,0,62,39,55,44,20,31,0,10,52,33,23,50,0,5,38,6,10,30,36,45,22,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,49,41,54,29,0,16,5,62,0,48,60,0,16,4,2,62,29,38,51,18,55,0,33,0,5,42,27,11,8,0,13,2,41,42,56,34,0,0,50,21,62,60,30,60,45,1,17,11,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,17,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,33,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,50,55,43,6,23,47,17,44,32,1,34,23,58,10,32,24,4,0,18,60,11,53,0,36,13,35,36,35,0,36,0,0,42,13,44,34,50,49,17,57,62,0,8,0,57,11,58,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,39,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,55,8,58,7,15,47,17,0,3,25,38,48,27,0,18,5,54,54,17,16,49,10,0,37,16,0,15,56,4,32,19,12,55,54,15,6,7,53,20,57,24,0,17,0,50,10,0,10,4,51,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,20,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,49,30,50,59,62,0,3,1,14,34,38,13,37,38,39,0,46,13,0,59,13,29,0,57,0,46,54,6,0,59,29,14,14,23,19,54,51,0,48,11,15,52,34,28,18,55,4,48,32,47,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
